Code,Disease,Symptom1,Symptom2,Symptom3,Symptom4,Symptom5,Symptom6,Symptom7,Symptom8,Symptom9,Symptom10,Symptom11
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Regurgitation,Sharp_chest_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Heartburn,Loss_of_sensation,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Heartburn,Loss_of_sensation,Constipation,Upper_abdominal_pain,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Regurgitation,Sharp_chest_pain,Diarrhea,Burning_abdominal_pain,Heartburn,Loss_of_sensation,Constipation,Upper_abdominal_pain,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Loss_of_sensation,Constipation,Upper_abdominal_pain,,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Regurgitation,Sharp_chest_pain,Diarrhea,Burning_abdominal_pain,Heartburn,Loss_of_sensation,,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Loss_of_sensation,Constipation,Upper_abdominal_pain,,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Regurgitation,Sharp_chest_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Heartburn,Loss_of_sensation,Constipation,Upper_abdominal_pain
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Heartburn,Loss_of_sensation,Constipation,Upper_abdominal_pain,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Regurgitation,Sharp_chest_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Heartburn,Loss_of_sensation,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Heartburn,Loss_of_sensation,Constipation,Upper_abdominal_pain,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Regurgitation,Sharp_chest_pain,Diarrhea,Burning_abdominal_pain,Heartburn,Loss_of_sensation,Constipation,Upper_abdominal_pain,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Loss_of_sensation,Constipation,Upper_abdominal_pain,,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Regurgitation,Sharp_chest_pain,Diarrhea,Burning_abdominal_pain,Heartburn,Loss_of_sensation,,,
183,Gastroparesis,Vomiting,Sharp_abdominal_pain,Diarrhea,Fatigue,Burning_abdominal_pain,Loss_of_sensation,Constipation,Upper_abdominal_pain,,,
184,Fat embolism,Pain_in_eye,Facial_pain,Ankle_pain,Wrist_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night
184,Fat embolism,Pain_in_eye,Facial_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,,
184,Fat embolism,Pain_in_eye,Facial_pain,Ankle_pain,Wrist_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,,
184,Fat embolism,Pain_in_eye,Facial_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,,
184,Fat embolism,Pain_in_eye,Facial_pain,Ankle_pain,Wrist_pain,Pain_during_pregnancy,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,
184,Fat embolism,Pain_in_eye,Facial_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,,,
184,Fat embolism,Pain_in_eye,Facial_pain,Ankle_pain,Wrist_pain,Pain_during_pregnancy,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,,,
184,Fat embolism,Pain_in_eye,Facial_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,,,
184,Fat embolism,Pain_in_eye,Facial_pain,Ankle_pain,Wrist_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night
184,Fat embolism,Pain_in_eye,Facial_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,,
184,Fat embolism,Pain_in_eye,Facial_pain,Ankle_pain,Wrist_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,,
184,Fat embolism,Pain_in_eye,Facial_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,,
184,Fat embolism,Pain_in_eye,Facial_pain,Ankle_pain,Wrist_pain,Pain_during_pregnancy,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,
184,Fat embolism,Pain_in_eye,Facial_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,,,
184,Fat embolism,Pain_in_eye,Facial_pain,Ankle_pain,Wrist_pain,Pain_during_pregnancy,Joint_stiffness_or_tightness,Pain_or_soreness_of_breast,Knee_lump_or_mass,,,
184,Fat embolism,Pain_in_eye,Facial_pain,Pain_during_pregnancy,Excessive_anger,Joint_stiffness_or_tightness,Knee_lump_or_mass,Fatigue,Excessive_urination_at_night,,,
185,Polycythemia vera,Fatigue,Dizziness,Headache,Symptoms_of_eye,Itching_of_skin,Joint_pain,Regurgitation,Weight_gain,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling
185,Polycythemia vera,Fatigue,Dizziness,Itching_of_skin,Joint_pain,Regurgitation,Weight_gain,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,,
185,Polycythemia vera,Fatigue,Dizziness,Headache,Symptoms_of_eye,Itching_of_skin,Joint_pain,Regurgitation,Weight_gain,Difficulty_eating,,
185,Polycythemia vera,Fatigue,Dizziness,Itching_of_skin,Joint_pain,Regurgitation,Weight_gain,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,,
185,Polycythemia vera,Fatigue,Dizziness,Headache,Symptoms_of_eye,Itching_of_skin,Regurgitation,Weight_gain,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,
185,Polycythemia vera,Fatigue,Dizziness,Itching_of_skin,Joint_pain,Regurgitation,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,,,
185,Polycythemia vera,Fatigue,Dizziness,Headache,Symptoms_of_eye,Itching_of_skin,Regurgitation,Weight_gain,Difficulty_eating,,,
185,Polycythemia vera,Fatigue,Dizziness,Itching_of_skin,Joint_pain,Regurgitation,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,,,
185,Polycythemia vera,Fatigue,Dizziness,Headache,Symptoms_of_eye,Itching_of_skin,Joint_pain,Regurgitation,Weight_gain,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling
185,Polycythemia vera,Fatigue,Dizziness,Itching_of_skin,Joint_pain,Regurgitation,Weight_gain,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,,
185,Polycythemia vera,Fatigue,Dizziness,Headache,Symptoms_of_eye,Itching_of_skin,Joint_pain,Regurgitation,Weight_gain,Difficulty_eating,,
185,Polycythemia vera,Fatigue,Dizziness,Itching_of_skin,Joint_pain,Regurgitation,Weight_gain,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,,
185,Polycythemia vera,Fatigue,Dizziness,Headache,Symptoms_of_eye,Itching_of_skin,Regurgitation,Weight_gain,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,
185,Polycythemia vera,Fatigue,Dizziness,Itching_of_skin,Joint_pain,Regurgitation,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,,,
185,Polycythemia vera,Fatigue,Dizziness,Headache,Symptoms_of_eye,Itching_of_skin,Regurgitation,Weight_gain,Difficulty_eating,,,
185,Polycythemia vera,Fatigue,Dizziness,Itching_of_skin,Joint_pain,Regurgitation,Difficulty_eating,Spots_or_clouds_in_vision,Joint_swelling,,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Nosebleed,Blood_in_stool,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Mouth_pain,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Mouth_pain,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Nosebleed,Blood_in_stool,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Mouth_pain,Irregular_belly_button,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Mouth_pain,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Nosebleed,Blood_in_stool,Bleeding_gums,Eyelid_swelling,Mouth_pain,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Nosebleed,Blood_in_stool,Bleeding_gums,Eyelid_swelling,Mouth_pain,Irregular_belly_button,,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Nosebleed,Blood_in_stool,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Mouth_pain,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Mouth_pain,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Nosebleed,Blood_in_stool,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Mouth_pain,Irregular_belly_button,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Mouth_pain,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Nosebleed,Blood_in_stool,Bleeding_gums,Eyelid_swelling,Mouth_pain,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Nosebleed,Blood_in_stool,Bleeding_gums,Eyelid_swelling,Mouth_pain,Irregular_belly_button,,,
186,Thrombocytopenia,Sharp_chest_pain,Blood_in_urine,Bleeding_gums,Tongue_lesions,Eyelid_swelling,Irregular_belly_button,Lymphedema,Irregular_appearing_scalp,,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Throat_feels_tight,Facial_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,Tongue_pain,Bleeding_in_mouth
187,Head and neck cancer,Sore_throat,Mouth_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,Tongue_pain,Bleeding_in_mouth,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Throat_feels_tight,Facial_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,Tongue_pain,Bleeding_in_mouth,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Throat_feels_tight,Facial_pain,Hoarse_voice,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,Tongue_pain,Bleeding_in_mouth,
187,Head and neck cancer,Sore_throat,Mouth_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Hemoptysis,Tongue_pain,Bleeding_in_mouth,,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Throat_feels_tight,Facial_pain,Hoarse_voice,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Hemoptysis,Tongue_pain,Bleeding_in_mouth,,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Throat_feels_tight,Facial_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,Tongue_pain,Bleeding_in_mouth
187,Head and neck cancer,Sore_throat,Mouth_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,Tongue_pain,Bleeding_in_mouth,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Throat_feels_tight,Facial_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,Tongue_pain,Bleeding_in_mouth,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Throat_feels_tight,Facial_pain,Hoarse_voice,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,Tongue_pain,Bleeding_in_mouth,
187,Head and neck cancer,Sore_throat,Mouth_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Hemoptysis,Tongue_pain,Bleeding_in_mouth,,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Throat_feels_tight,Facial_pain,Hoarse_voice,Plugged_feeling_in_ear,Tongue_lesions,Hemoptysis,,,
187,Head and neck cancer,Sore_throat,Mouth_pain,Hoarse_voice,Neck_mass,Plugged_feeling_in_ear,Hemoptysis,Tongue_pain,Bleeding_in_mouth,,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Low_back_pain,Hip_pain,Leg_pain,Joint_pain,Ankle_pain,Skin_lesion,Wrist_swelling,Leg_swelling,Elbow_weakness
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Leg_pain,Joint_pain,Ankle_pain,Skin_lesion,Wrist_swelling,Leg_swelling,Elbow_weakness,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Low_back_pain,Hip_pain,Leg_pain,Joint_pain,Ankle_pain,Skin_lesion,Wrist_swelling,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Leg_pain,Joint_pain,Ankle_pain,Skin_lesion,Wrist_swelling,Leg_swelling,Elbow_weakness,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Low_back_pain,Hip_pain,Leg_pain,Ankle_pain,Skin_lesion,Wrist_swelling,Leg_swelling,Elbow_weakness,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Leg_pain,Joint_pain,Ankle_pain,Wrist_swelling,Leg_swelling,Elbow_weakness,,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Low_back_pain,Hip_pain,Leg_pain,Ankle_pain,Skin_lesion,Wrist_swelling,,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Leg_pain,Joint_pain,Ankle_pain,Wrist_swelling,Leg_swelling,Elbow_weakness,,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Low_back_pain,Hip_pain,Leg_pain,Joint_pain,Ankle_pain,Skin_lesion,Wrist_swelling,Leg_swelling,Elbow_weakness
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Leg_pain,Joint_pain,Ankle_pain,Skin_lesion,Wrist_swelling,Leg_swelling,Elbow_weakness,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Low_back_pain,Hip_pain,Leg_pain,Joint_pain,Ankle_pain,Skin_lesion,Wrist_swelling,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Leg_pain,Joint_pain,Ankle_pain,Skin_lesion,Wrist_swelling,Leg_swelling,Elbow_weakness,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Low_back_pain,Hip_pain,Leg_pain,Ankle_pain,Skin_lesion,Wrist_swelling,Leg_swelling,Elbow_weakness,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Leg_pain,Joint_pain,Ankle_pain,Wrist_swelling,Leg_swelling,Elbow_weakness,,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Low_back_pain,Hip_pain,Leg_pain,Ankle_pain,Skin_lesion,Wrist_swelling,,,
188,Pseudohypoparathyroidism,Knee_pain,Wrist_pain,Leg_pain,Joint_pain,Ankle_pain,Wrist_swelling,Leg_swelling,Elbow_weakness,,,
189,Goiter,Fatigue,Neck_mass,Difficulty_in_swallowing,Neck_swelling,Lump_in_throat,Heartburn,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful
189,Goiter,Fatigue,Neck_mass,Lump_in_throat,Heartburn,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,,
189,Goiter,Fatigue,Neck_mass,Difficulty_in_swallowing,Neck_swelling,Lump_in_throat,Heartburn,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,,
189,Goiter,Fatigue,Neck_mass,Lump_in_throat,Heartburn,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,,
189,Goiter,Fatigue,Neck_mass,Difficulty_in_swallowing,Neck_swelling,Lump_in_throat,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,
189,Goiter,Fatigue,Neck_mass,Lump_in_throat,Heartburn,Hot_flashes,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,,,
189,Goiter,Fatigue,Neck_mass,Difficulty_in_swallowing,Neck_swelling,Lump_in_throat,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,,,
189,Goiter,Fatigue,Neck_mass,Lump_in_throat,Heartburn,Hot_flashes,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,,,
189,Goiter,Fatigue,Neck_mass,Difficulty_in_swallowing,Neck_swelling,Lump_in_throat,Heartburn,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful
189,Goiter,Fatigue,Neck_mass,Lump_in_throat,Heartburn,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,,
189,Goiter,Fatigue,Neck_mass,Difficulty_in_swallowing,Neck_swelling,Lump_in_throat,Heartburn,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,,
189,Goiter,Fatigue,Neck_mass,Lump_in_throat,Heartburn,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,,
189,Goiter,Fatigue,Neck_mass,Difficulty_in_swallowing,Neck_swelling,Lump_in_throat,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,
189,Goiter,Fatigue,Neck_mass,Lump_in_throat,Heartburn,Hot_flashes,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,,,
189,Goiter,Fatigue,Neck_mass,Difficulty_in_swallowing,Neck_swelling,Lump_in_throat,Hot_flashes,Leg_weakness,Feeling_hot_and_cold,,,
189,Goiter,Fatigue,Neck_mass,Lump_in_throat,Heartburn,Hot_flashes,Feeling_hot_and_cold,Arm_weakness,Bones_are_painful,,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Retention_of_urine,Suprapubic_pain,Painful_urination,Back_pain,Blood_in_urine,Excessive_urination_at_night,Constipation,Vaginal_itching,Symptoms_of_prostate
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Painful_urination,Back_pain,Blood_in_urine,Excessive_urination_at_night,Constipation,Vaginal_itching,Symptoms_of_prostate,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Retention_of_urine,Suprapubic_pain,Painful_urination,Back_pain,Blood_in_urine,Excessive_urination_at_night,Constipation,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Painful_urination,Back_pain,Blood_in_urine,Excessive_urination_at_night,Constipation,Vaginal_itching,Symptoms_of_prostate,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Retention_of_urine,Suprapubic_pain,Painful_urination,Blood_in_urine,Excessive_urination_at_night,Constipation,Vaginal_itching,Symptoms_of_prostate,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Painful_urination,Back_pain,Blood_in_urine,Constipation,Vaginal_itching,Symptoms_of_prostate,,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Retention_of_urine,Suprapubic_pain,Painful_urination,Blood_in_urine,Excessive_urination_at_night,Constipation,,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Painful_urination,Back_pain,Blood_in_urine,Constipation,Vaginal_itching,Symptoms_of_prostate,,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Retention_of_urine,Suprapubic_pain,Painful_urination,Back_pain,Blood_in_urine,Excessive_urination_at_night,Constipation,Vaginal_itching,Symptoms_of_prostate
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Painful_urination,Back_pain,Blood_in_urine,Excessive_urination_at_night,Constipation,Vaginal_itching,Symptoms_of_prostate,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Retention_of_urine,Suprapubic_pain,Painful_urination,Back_pain,Blood_in_urine,Excessive_urination_at_night,Constipation,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Painful_urination,Back_pain,Blood_in_urine,Excessive_urination_at_night,Constipation,Vaginal_itching,Symptoms_of_prostate,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Retention_of_urine,Suprapubic_pain,Painful_urination,Blood_in_urine,Excessive_urination_at_night,Constipation,Vaginal_itching,Symptoms_of_prostate,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Painful_urination,Back_pain,Blood_in_urine,Constipation,Vaginal_itching,Symptoms_of_prostate,,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Retention_of_urine,Suprapubic_pain,Painful_urination,Blood_in_urine,Excessive_urination_at_night,Constipation,,,
190,Urge incontinence,Frequent_urination,Symptoms_of_bladder,Painful_urination,Back_pain,Blood_in_urine,Constipation,Vaginal_itching,Symptoms_of_prostate,,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Excessive_growth,Vulvar_sore,Shoulder_swelling,Wrist_weakness,Nailbiting,Itchy_eyelid,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness
191,Edward syndrome,Fever,Knee_lump_or_mass,Shoulder_swelling,Wrist_weakness,Nailbiting,Itchy_eyelid,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Excessive_growth,Vulvar_sore,Shoulder_swelling,Wrist_weakness,Nailbiting,Itchy_eyelid,Cross-eyed,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Shoulder_swelling,Wrist_weakness,Nailbiting,Itchy_eyelid,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Excessive_growth,Vulvar_sore,Shoulder_swelling,Nailbiting,Itchy_eyelid,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,
191,Edward syndrome,Fever,Knee_lump_or_mass,Shoulder_swelling,Wrist_weakness,Nailbiting,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Excessive_growth,Vulvar_sore,Shoulder_swelling,Nailbiting,Itchy_eyelid,Cross-eyed,,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Shoulder_swelling,Wrist_weakness,Nailbiting,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Excessive_growth,Vulvar_sore,Shoulder_swelling,Wrist_weakness,Nailbiting,Itchy_eyelid,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness
191,Edward syndrome,Fever,Knee_lump_or_mass,Shoulder_swelling,Wrist_weakness,Nailbiting,Itchy_eyelid,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Excessive_growth,Vulvar_sore,Shoulder_swelling,Wrist_weakness,Nailbiting,Itchy_eyelid,Cross-eyed,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Shoulder_swelling,Wrist_weakness,Nailbiting,Itchy_eyelid,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Excessive_growth,Vulvar_sore,Shoulder_swelling,Nailbiting,Itchy_eyelid,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,
191,Edward syndrome,Fever,Knee_lump_or_mass,Shoulder_swelling,Wrist_weakness,Nailbiting,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Excessive_growth,Vulvar_sore,Shoulder_swelling,Nailbiting,Itchy_eyelid,Cross-eyed,,,
191,Edward syndrome,Fever,Knee_lump_or_mass,Shoulder_swelling,Wrist_weakness,Nailbiting,Cross-eyed,Eye_strain,Joint_stiffness_or_tightness,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_lump_or_mass,Hand_or_finger_weakness,Elbow_swelling,Knee_weakness,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_swelling,Knee_weakness,,,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_lump_or_mass,Hand_or_finger_weakness,Elbow_swelling,Knee_weakness,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_swelling,Knee_weakness,,,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_lump_or_mass,Hand_or_finger_weakness,Elbow_swelling,,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_swelling,Knee_weakness,,,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_lump_or_mass,Hand_or_finger_weakness,Elbow_swelling,,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_swelling,Knee_weakness,,,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_lump_or_mass,Hand_or_finger_weakness,Elbow_swelling,Knee_weakness,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_swelling,Knee_weakness,,,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_lump_or_mass,Hand_or_finger_weakness,Elbow_swelling,Knee_weakness,,,,,
192,Open wound of the arm,Arm_pain,Redness_in_or_around_nose,Elbow_swelling,Knee_weakness,,,,,,,
